dates,products,state,US,amount,card,fico,balance,income,Fraud
8/14/22,Entertainment,NA,FALSE,196.31,Visa,545,1667.38,172000,0
12/28/22,Groceries,LA,TRUE,145.37,Mastercard,502,5795.61,60000,0
1/18/22,Dining,AK,TRUE,185.25,Amex,587,5899.37,76000,0
8/29/22,Groceries,AK,TRUE,114.48,Visa,665,2148.49,51000,0
2/6/22,Shopping,AL,TRUE,254.36,Visa,503,5619.39,71000,0
7/31/22,Entertainment,AZ,TRUE,46.85,Mastercard,660,2335.51,37000,0
10/28/22,Dining,AR,TRUE,95.34,Amex,635,2325.89,174000,0
4/10/22,Shopping,WY,TRUE,148.17,Discover,773,3123.15,126000,0
6/6/22,Dining,NM,TRUE,196.82,Amex,600,2555.94,101000,0
10/30/22,Entertainment,AK,TRUE,302.59,Visa,500,6784.19,78000,0
2/11/22,Shopping,AK,TRUE,669.66,Mastercard,769,23555.15,458000,1
9/19/22,Entertainment,AL,TRUE,198.58,Visa,805,2200.53,146000,0
8/31/22,Shopping,AL,TRUE,149.8,Discover,518,422.06,145000,0
9/6/22,Dining,AL,TRUE,77.87,Mastercard,660,2762.68,36000,0
9/11/22,Entertainment,AK,TRUE,1093.34,Discover,725,29714.86,441000,1
10/29/22,Groceries,AR,TRUE,71.86,Visa,789,1303.63,135000,0
4/21/22,Entertainment,AR,TRUE,273.38,Amex,473,6388.9,83000,0
7/16/22,Groceries,WA,TRUE,150.26,Visa,577,5620.91,76000,0
12/11/22,Shopping,AL,TRUE,31.62,Visa,583,1887.96,28000,0
9/13/22,Dining,AK,TRUE,75.94,Visa,685,1827.67,16000,0
9/13/22,Shopping,AR,TRUE,109.32,Discover,667,1697.09,36000,0
6/1/22,Groceries,NA,FALSE,95.01,Amex,850,2240.43,148000,0
10/1/22,Entertainment,AL,TRUE,197.95,Visa,567,-560.96,145000,0
7/24/22,Groceries,NA,FALSE,154.91,Visa,614,5892.92,86000,0
11/2/22,Groceries,AR,TRUE,76.5,Visa,662,8717.15,93000,0
11/3/22,Groceries,AR,TRUE,127.52,Amex,664,1915.89,17000,0
12/15/22,Shopping,NA,FALSE,54.57,Discover,659,9348.69,99000,1
12/20/22,Groceries,AL,TRUE,160.37,Amex,581,4524.83,58000,0
10/25/22,Shopping,AL,TRUE,150.08,Mastercard,669,1356.09,162000,0
8/22/22,Dining,AK,TRUE,174.46,Discover,603,594,14000,0
4/11/22,Dining,AL,TRUE,179.77,Discover,586,7247.7,88000,0
5/10/22,Entertainment,AL,TRUE,91.17,Visa,517,822.09,27000,0
12/13/22,Groceries,AL,TRUE,114.67,Visa,657,1773.4,38000,0
12/6/22,Shopping,AR,TRUE,70.73,Visa,606,2153.53,23000,1
8/26/22,Shopping,AL,TRUE,71.84,Mastercard,609,958.85,16000,1
4/8/22,Groceries,AL,TRUE,161.27,Discover,673,4583.51,1.00E+05,0
9/11/22,Groceries,AR,TRUE,152.92,Visa,576,4749.48,96000,0
11/6/22,Groceries,AR,TRUE,75.92,Amex,841,1550.76,141000,0
3/21/22,Groceries,AZ,TRUE,145.2,Visa,493,3306.94,76000,0
5/15/22,Entertainment,IA,TRUE,94.8,Visa,528,9464.92,84000,0
1/10/22,Shopping,WV,TRUE,150.86,Amex,836,1406.14,117000,0
11/7/22,Dining,AL,TRUE,176.82,Visa,619,1186.92,24000,0
1/4/22,Shopping,AK,TRUE,148.84,Visa,790,1536.59,158000,0
6/2/22,Groceries,NA,FALSE,80.75,Mastercard,819,1668.66,153000,0
12/19/22,Dining,NA,FALSE,102.12,Discover,656,325.9,160000,0
7/10/22,Entertainment,NA,FALSE,49.89,Mastercard,634,1696,27000,0
4/15/22,Dining,NA,FALSE,102.07,Amex,752,1371.37,129000,0
9/14/22,Dining,WA,TRUE,151.29,Visa,674,5004.92,64000,0
11/23/22,Shopping,AL,TRUE,250.2,Amex,520,4266.65,69000,0
2/21/22,Groceries,NA,FALSE,69.5,Amex,745,2148.4,150000,0
7/12/22,Shopping,AZ,TRUE,146.15,Visa,756,1236.47,135000,0
10/6/22,Shopping,AK,TRUE,248.43,Visa,557,4916.97,78000,0
6/13/22,Groceries,AL,TRUE,195.42,Mastercard,642,1765.07,22000,0
9/25/22,Groceries,NA,FALSE,118.86,Mastercard,663,1766.21,24000,0
11/26/22,Entertainment,FL,TRUE,309.08,Amex,568,4079.27,75000,0
1/23/22,Groceries,OH,TRUE,77.66,Amex,651,-481.24,134000,0
2/19/22,Travel,AL,TRUE,1631.3,Amex,702,5972.63,60000,0
7/17/22,Shopping,NA,FALSE,110.3,Visa,616,1277.86,13000,0
6/19/22,Entertainment,AL,TRUE,300.57,Mastercard,556,4330.2,80000,0
4/28/22,Shopping,AK,TRUE,149.48,Mastercard,624,-569.5,163000,0
1/18/22,Dining,AL,TRUE,83.94,Mastercard,721,3019,39000,0
9/27/22,Entertainment,IL,TRUE,134.56,Discover,656,1931.01,10000,0
5/23/22,Dining,NA,FALSE,81.72,Visa,666,1040.99,22000,0
12/28/22,Groceries,AL,TRUE,148.33,Mastercard,569,3558.9,77000,0
10/10/22,Shopping,AK,TRUE,93.74,Discover,813,10703.43,98000,1
8/3/22,Groceries,WA,TRUE,146.78,Amex,517,4980.22,99000,0
1/15/22,Groceries,AZ,TRUE,159.23,Visa,762,5962.03,96000,0
6/26/22,Shopping,NA,FALSE,149.71,Visa,691,1048.72,144000,0
12/9/22,Dining,AL,TRUE,176.56,Visa,576,3120.52,83000,0
8/29/22,Groceries,AZ,TRUE,134.16,Amex,470,2498.85,77000,0
1/4/22,Entertainment,NY,TRUE,310.1,Visa,512,3453.66,67000,0
9/11/22,Dining,AL,TRUE,112.88,Visa,664,8356.78,66000,0
2/1/22,Shopping,AR,TRUE,40.84,Mastercard,533,10123.97,111000,0
12/3/22,Entertainment,AL,TRUE,52.52,Visa,594,1372.65,21000,0
7/20/22,Entertainment,CA,TRUE,46.68,Mastercard,743,3212.28,50000,0
2/15/22,Entertainment,AL,TRUE,47.92,Visa,636,2377.07,34000,0
1/7/22,Shopping,AL,TRUE,1122.09,Mastercard,812,13117.48,549000,1
4/12/22,Dining,AL,TRUE,80.22,Visa,686,1381.74,30000,0
1/8/22,Shopping,NA,FALSE,111.01,Mastercard,677,2108.36,37000,0
10/20/22,Entertainment,AK,TRUE,319.01,Visa,671,4161.52,94000,0
7/5/22,Shopping,NA,FALSE,248.49,Amex,650,6859.2,75000,0
1/28/22,Entertainment,AK,TRUE,495.5,Amex,760,22941.25,484000,0
3/31/22,Dining,AK,TRUE,82.03,Discover,672,2887.22,49000,0
1/5/22,Entertainment,ND,TRUE,56.83,Discover,699,2816.39,34000,0
7/8/22,Dining,AK,TRUE,102.23,Visa,667,9615.9,84000,0
5/7/22,Dining,AZ,TRUE,151.52,Visa,522,1953.79,18000,0
9/14/22,Shopping,AK,TRUE,276.15,Amex,601,5832.47,80000,0
4/15/22,Shopping,AL,TRUE,78.13,Amex,637,9824.78,97000,1
10/30/22,Travel,AL,TRUE,566.2,Visa,620,1607.64,24000,0
8/2/22,Entertainment,AK,TRUE,193.76,Amex,576,2152.06,158000,0
2/9/22,Dining,AZ,TRUE,151.29,Discover,653,1439.11,20000,0
10/14/22,Entertainment,AK,TRUE,308.27,Amex,577,6394.83,78000,0
11/20/22,Shopping,AZ,TRUE,96.14,Visa,519,8266.33,123000,1
11/11/22,Groceries,NA,FALSE,75.94,Visa,680,1672.18,127000,0
3/1/22,Entertainment,NA,FALSE,287.93,Amex,560,3171.36,80000,0
4/2/22,Entertainment,AK,TRUE,290.26,Mastercard,579,7224.9,51000,0
9/10/22,Shopping,NA,FALSE,84.42,Amex,773,1529.04,60000,1
12/2/22,Shopping,AK,TRUE,146.39,Visa,644,183.14,133000,0
12/15/22,Entertainment,AK,TRUE,184.77,Amex,614,154.53,165000,0
11/28/22,Entertainment,AL,TRUE,84.49,Visa,648,1383.37,12000,0
1/26/22,Shopping,AL,TRUE,93.97,Visa,669,1980.99,11000,0
11/1/22,Shopping,NA,FALSE,248.73,Amex,507,3660.94,83000,0
10/23/22,Dining,AL,TRUE,120.78,Visa,533,11060.74,103000,0
2/11/22,Groceries,AZ,TRUE,76.19,Visa,796,2013.38,119000,0
11/18/22,Shopping,AL,TRUE,38.47,Visa,599,1263.68,28000,1
12/28/22,Travel,AL,TRUE,977.26,Visa,832,179.2,138000,0
5/11/22,Shopping,AL,TRUE,152.39,Mastercard,708,414.26,152000,0
7/2/22,Dining,AZ,TRUE,88.71,Amex,713,1914.54,37000,0
8/27/22,Dining,AZ,TRUE,201.47,Visa,566,7800.46,51000,0
7/22/22,Groceries,AR,TRUE,178.99,Visa,586,1300.48,21000,0
2/26/22,Shopping,AL,TRUE,147.52,Visa,559,2358.74,176000,0
1/1/22,Shopping,AR,TRUE,91.84,Visa,598,1885.17,26000,0
9/28/22,Shopping,WI,TRUE,100.14,Discover,629,1475.63,17000,0
2/7/22,Groceries,AR,TRUE,74.09,Visa,765,720.77,134000,0
8/29/22,Dining,AL,TRUE,118.6,Mastercard,661,10776.76,101000,0
12/13/22,Shopping,NA,FALSE,156.9,Visa,724,1602.5,121000,0
10/12/22,Entertainment,AK,TRUE,53.2,Mastercard,677,1459.09,39000,0
8/24/22,Dining,AL,TRUE,91.1,Mastercard,661,1973.26,36000,0
10/10/22,Groceries,NA,FALSE,74.8,Discover,675,267.1,138000,0
5/20/22,Groceries,NA,FALSE,150.43,Visa,513,4909.12,63000,0
6/28/22,Entertainment,AZ,TRUE,199.62,Visa,724,1225.05,142000,0
4/19/22,Shopping,AL,TRUE,73.21,Mastercard,620,2116.64,21000,0
12/20/22,Entertainment,AZ,TRUE,193.88,Amex,611,286.31,151000,0
11/3/22,Shopping,AL,TRUE,101.24,Mastercard,609,2083.62,18000,0
12/24/22,Entertainment,NE,TRUE,197.24,Amex,739,133.8,128000,0
5/14/22,Dining,NA,FALSE,82.27,Visa,677,1186.03,19000,0
5/29/22,Shopping,NC,TRUE,247.65,Amex,634,4197.56,74000,0
9/26/22,Travel,AL,TRUE,1461.91,Visa,475,4222.21,87000,0
1/12/22,Entertainment,MS,TRUE,198.12,Amex,816,932.96,159000,0
3/8/22,Groceries,AL,TRUE,91.8,Mastercard,726,9723.84,83000,0
11/6/22,Dining,AZ,TRUE,213,Mastercard,619,3045.6,94000,0
7/8/22,Entertainment,AZ,TRUE,200.46,Amex,649,-484.14,169000,0
2/22/22,Groceries,AK,TRUE,79.37,Discover,472,9100.06,87000,0
6/24/22,Shopping,AL,TRUE,237.21,Amex,472,6500.65,91000,0
9/19/22,Entertainment,AK,TRUE,84.74,Discover,542,10915.41,104000,0
3/27/22,Entertainment,AK,TRUE,104.67,Visa,778,9007.11,105000,0
4/2/22,Dining,AK,TRUE,72.84,Visa,661,1834.51,51000,0
7/10/22,Groceries,CA,TRUE,67.52,Mastercard,563,9427.63,87000,0
6/11/22,Groceries,CA,TRUE,90.86,Visa,810,1455.44,133000,0
7/16/22,Entertainment,AK,TRUE,47.08,Amex,697,2776.3,32000,0
12/27/22,Entertainment,AL,TRUE,82.18,Mastercard,599,9245.9,116000,0
1/26/22,Shopping,NA,FALSE,887.51,Amex,780,16405.61,384000,0
3/31/22,Groceries,AL,TRUE,165.26,Mastercard,661,900.87,22000,0
3/5/22,Dining,NA,FALSE,149.56,Discover,635,1153.1,19000,0
6/10/22,Shopping,AL,TRUE,97.61,Discover,669,2292.74,39000,0
7/9/22,Shopping,AL,TRUE,63.58,Visa,563,1434.53,17000,0
7/17/22,Entertainment,MO,TRUE,188.35,Visa,825,1655.63,127000,0
10/31/22,Entertainment,AR,TRUE,55.25,Visa,668,1405.79,33000,0
3/6/22,Entertainment,AK,TRUE,113.73,Amex,579,10874.88,75000,0
12/15/22,Dining,AZ,TRUE,101.93,Visa,728,-740.8,119000,0
11/8/22,Shopping,AL,TRUE,80.85,Visa,668,1914.64,29000,0
4/15/22,Dining,AL,TRUE,99.04,Amex,751,780.8,158000,0
2/28/22,Dining,AK,TRUE,205.92,Amex,465,3814.06,65000,0
12/31/22,Shopping,AL,TRUE,253.83,Amex,597,6651.58,64000,0
12/31/22,Shopping,AK,TRUE,152.28,Discover,833,-655.12,163000,0
1/8/22,Entertainment,AZ,TRUE,177.91,Amex,781,1914.75,114000,0
6/11/22,Groceries,AL,TRUE,235.82,Discover,615,1370.58,21000,0
3/2/22,Groceries,AZ,TRUE,62.11,Mastercard,639,8971.98,105000,0
12/2/22,Shopping,AR,TRUE,151.1,Visa,577,1824.22,129000,0
9/2/22,Entertainment,NA,FALSE,85.12,Visa,636,1812.75,17000,0
11/28/22,Shopping,AK,TRUE,106.18,Visa,639,1924.22,41000,0
9/27/22,Entertainment,AL,TRUE,311.24,Amex,522,4767.14,74000,0
9/15/22,Shopping,AK,TRUE,100.53,Visa,731,1097.64,28000,0
12/27/22,Shopping,AK,TRUE,44.42,Mastercard,707,2308.37,54000,1
8/17/22,Shopping,NA,FALSE,103.73,Discover,729,2541.16,35000,0
6/27/22,Entertainment,AK,TRUE,48.11,Mastercard,735,1894.28,46000,0
8/15/22,Entertainment,AZ,TRUE,225.78,Visa,762,-90.67,132000,0
9/3/22,Dining,AL,TRUE,269.74,Amex,511,4563.48,83000,0
9/9/22,Shopping,AL,TRUE,157.2,Mastercard,816,108.2,101000,0
2/28/22,Shopping,AL,TRUE,46.74,Mastercard,557,9793.45,95000,0
11/9/22,Dining,AL,TRUE,78.57,Mastercard,653,2020.65,46000,0
10/13/22,Groceries,AL,TRUE,173.57,Visa,561,1290.56,21000,0
1/6/22,Entertainment,AZ,TRUE,100.71,Visa,519,8472.89,112000,0
8/26/22,Dining,NA,FALSE,104,Visa,769,-136.05,145000,0
12/21/22,Shopping,NA,FALSE,137.63,Visa,768,21020.59,514000,1
5/30/22,Dining,AZ,TRUE,199.37,Mastercard,657,6543.24,85000,0
8/28/22,Shopping,AL,TRUE,250.59,Amex,648,2818.45,99000,0
4/22/22,Entertainment,AZ,TRUE,198.67,Amex,711,2306.9,121000,0
9/20/22,Groceries,AZ,TRUE,172.05,Visa,547,1222.16,25000,0
5/17/22,Entertainment,AK,TRUE,198.9,Visa,750,1788.05,153000,0
3/20/22,Dining,IL,TRUE,126.61,Visa,632,2062.95,147000,0
4/16/22,Shopping,NA,FALSE,156.24,Amex,658,4045.2,172000,0
4/18/22,Shopping,AR,TRUE,59.06,Discover,617,1836.68,23000,0
11/13/22,Entertainment,AK,TRUE,44.77,Mastercard,667,1596.75,38000,0
8/12/22,Dining,AL,TRUE,162.58,Visa,589,1884.52,18000,0
6/18/22,Shopping,ID,TRUE,158.15,Mastercard,837,-846.36,129000,0
11/18/22,Entertainment,NA,FALSE,44.99,Visa,600,1745.25,52000,0
2/20/22,Shopping,NA,FALSE,100.91,Visa,568,1825.47,19000,0
4/24/22,Entertainment,AL,TRUE,93.01,Amex,620,9230.75,94000,0
11/25/22,Shopping,NA,FALSE,140.41,Visa,608,46.8,159000,0
5/16/22,Dining,CA,TRUE,170.31,Amex,493,164.18,81000,0
4/29/22,Shopping,AL,TRUE,78.53,Visa,658,1195.54,19000,1
11/26/22,Entertainment,NA,FALSE,270.97,Amex,470,5010.98,85000,0
3/3/22,Entertainment,NA,FALSE,291.25,Visa,654,4881.01,82000,0
10/30/22,Shopping,AL,TRUE,67.55,Amex,473,1294.96,27000,1
10/13/22,Dining,NA,FALSE,88.53,Amex,816,303.26,156000,0
9/21/22,Shopping,AZ,TRUE,108.09,Visa,609,1324.31,18000,0
8/11/22,Entertainment,AR,TRUE,212.77,Amex,850,1265.83,150000,0
5/1/22,Shopping,AL,TRUE,146.71,Amex,604,734.77,112000,0
8/12/22,Entertainment,AL,TRUE,283.97,Mastercard,582,5029.19,90000,0
10/15/22,Dining,AK,TRUE,102.72,Mastercard,814,1687.75,109000,0
9/8/22,Shopping,AL,TRUE,90.37,Visa,624,1787.91,33000,0
4/4/22,Travel,AK,TRUE,14232.08,Mastercard,809,22106.46,383000,1
9/29/22,Shopping,AR,TRUE,99.61,Visa,640,1017.91,22000,0
12/4/22,Groceries,WA,TRUE,75.07,Visa,724,1045.72,127000,0
4/5/22,Dining,VA,TRUE,190.23,Amex,587,5719.08,97000,0
9/19/22,Groceries,NA,FALSE,154.97,Amex,473,3943.32,96000,0
1/23/22,Dining,AL,TRUE,121.47,Discover,661,1620,20000,0
9/7/22,Shopping,AL,TRUE,81.76,Discover,734,856.7,136000,1
5/27/22,Shopping,NY,TRUE,112.5,Mastercard,669,2391.19,34000,0
9/20/22,Groceries,AK,TRUE,172.01,Mastercard,480,3080.32,67000,0
9/17/22,Groceries,AL,TRUE,74.93,Visa,609,355.7,117000,0
2/9/22,Groceries,NA,FALSE,115.14,Amex,721,1805.27,41000,0
11/14/22,Entertainment,NA,FALSE,96.88,Amex,631,10127.2,77000,0
5/22/22,Entertainment,AL,TRUE,99.61,Mastercard,633,8424.8,117000,0
7/22/22,Entertainment,AL,TRUE,54.47,Amex,627,1952.47,43000,0
8/19/22,Shopping,AK,TRUE,88.06,Amex,618,2852.59,83000,1
12/30/22,Shopping,AL,TRUE,87.41,Mastercard,679,1669.27,39000,0
6/18/22,Groceries,AL,TRUE,99.2,Mastercard,579,9913.31,73000,0
5/5/22,Dining,AK,TRUE,168.03,Visa,625,2622.65,12000,0
6/13/22,Entertainment,NA,FALSE,51.14,Visa,637,1586.51,49000,0
5/29/22,Entertainment,AL,TRUE,93.43,Visa,604,893.63,11000,0
5/7/22,Dining,AL,TRUE,156.58,Mastercard,554,2676.39,20000,0
7/17/22,Entertainment,AZ,TRUE,49.48,Mastercard,693,2143.04,34000,0
10/26/22,Dining,AL,TRUE,117.31,Discover,560,10058.49,78000,0
8/3/22,Groceries,AZ,TRUE,224.41,Visa,610,825.18,16000,0
11/24/22,Entertainment,AK,TRUE,192.91,Amex,720,2262.2,126000,0
6/9/22,Groceries,AZ,TRUE,146.53,Mastercard,473,6829.82,58000,0
2/12/22,Shopping,NA,FALSE,70.39,Visa,559,2107.22,22000,0
9/9/22,Dining,AR,TRUE,142.85,Mastercard,619,1317.3,19000,0
7/10/22,Shopping,AL,TRUE,147.06,Amex,622,2515.34,160000,0
1/6/22,Travel,NA,FALSE,338.22,Visa,692,2627.95,33000,0
5/22/22,Shopping,AL,TRUE,87.01,Mastercard,642,2577.63,46000,0
9/15/22,Dining,AZ,TRUE,114.38,Mastercard,511,10521.36,88000,0
4/20/22,Shopping,NA,FALSE,84.65,Visa,734,2551.3,46000,0
4/5/22,Shopping,AL,TRUE,257.72,Mastercard,521,5223.4,91000,0
9/8/22,Entertainment,AK,TRUE,304.18,Visa,565,6568.44,102000,0
1/9/22,Groceries,AR,TRUE,211.02,Discover,567,699.43,24000,0
9/8/22,Shopping,AL,TRUE,119.17,Discover,621,2086.4,16000,0
12/27/22,Entertainment,AL,TRUE,118.66,Discover,594,1983.89,20000,0
1/9/22,Dining,NM,TRUE,89.96,Visa,612,1536.11,147000,0
11/25/22,Entertainment,AL,TRUE,85.2,Visa,631,1035.84,19000,0
6/13/22,Travel,NA,FALSE,934.5,Mastercard,850,1523.79,158000,1
3/12/22,Shopping,NA,FALSE,102.12,Amex,610,1450.68,16000,0
4/30/22,Entertainment,AK,TRUE,303.4,Amex,450,4285.85,82000,0
12/14/22,Dining,AZ,TRUE,171.71,Discover,717,2124.33,13000,0
6/28/22,Dining,AZ,TRUE,259.09,Amex,448,2951.02,92000,0
4/9/22,Shopping,WY,TRUE,234.92,Amex,534,4472.61,91000,0
12/18/22,Entertainment,AL,TRUE,97.31,Mastercard,549,11185.78,72000,0
6/8/22,Dining,NA,FALSE,181.49,Visa,649,7636.16,70000,0
1/26/22,Groceries,AL,TRUE,217.76,Visa,596,1624.24,17000,0
7/9/22,Dining,AL,TRUE,95.05,Discover,616,1116.17,20000,0
3/30/22,Groceries,AK,TRUE,75.32,Mastercard,789,823.6,99000,0
12/4/22,Groceries,NA,FALSE,135.97,Mastercard,495,5718.11,113000,0
6/11/22,Entertainment,AR,TRUE,58.19,Mastercard,641,488.11,21000,0
8/16/22,Groceries,CA,TRUE,176.91,Mastercard,498,8596.23,74000,0
2/11/22,Entertainment,AK,TRUE,49.08,Visa,702,2034.32,52000,0
5/28/22,Shopping,AL,TRUE,100.31,Amex,646,1976.8,39000,0
1/22/22,Shopping,AL,TRUE,68.66,Mastercard,637,2748.93,44000,0
7/27/22,Groceries,AZ,TRUE,79.66,Visa,757,1462.94,159000,0
8/31/22,Dining,AL,TRUE,207.94,Mastercard,461,5585.42,54000,0
10/12/22,Shopping,NA,FALSE,111.81,Mastercard,695,2128.58,34000,0
5/25/22,Groceries,AR,TRUE,70.51,Discover,727,718.71,114000,0
3/17/22,Shopping,UT,TRUE,50.06,Visa,645,9410.62,86000,0
7/30/22,Dining,AZ,TRUE,163.38,Amex,619,6926.35,72000,0
10/29/22,Dining,AZ,TRUE,95.09,Visa,798,1784.1,180000,0
12/17/22,Shopping,AK,TRUE,101.18,Visa,687,2645.12,38000,0
4/17/22,Groceries,AL,TRUE,94.89,Amex,682,-484.26,142000,0
11/12/22,Groceries,NA,FALSE,212.45,Visa,535,554.83,22000,0
2/10/22,Travel,AL,TRUE,522.88,Discover,606,1293.2,22000,0
7/10/22,Shopping,CT,TRUE,87.69,Visa,637,2356.19,17000,0
4/2/22,Shopping,AZ,TRUE,153.37,Mastercard,683,2023,174000,0
2/27/22,Groceries,OK,TRUE,188.64,Visa,597,1098.72,24000,0
2/22/22,Dining,CA,TRUE,89.58,Mastercard,653,2094.99,53000,0
11/15/22,Travel,NJ,TRUE,816.96,Amex,814,-141.13,123000,0
3/17/22,Shopping,WI,TRUE,86.78,Mastercard,664,1751.68,33000,0
11/30/22,Shopping,AZ,TRUE,91.91,Amex,578,1597.96,27000,0
7/21/22,Groceries,AR,TRUE,80.8,Discover,689,424.98,159000,0
2/8/22,Shopping,ID,TRUE,246.42,Amex,464,3499.28,95000,0
5/28/22,Shopping,AR,TRUE,79.53,Discover,609,1821.57,17000,0
9/29/22,Travel,AL,TRUE,299.59,Mastercard,560,1778.84,23000,0
6/28/22,Shopping,CO,TRUE,117.28,Discover,612,2309.88,37000,0
10/22/22,Groceries,AL,TRUE,166.16,Visa,617,1835.96,24000,0
4/28/22,Shopping,AZ,TRUE,58.77,Discover,588,1374.4,19000,0
9/15/22,Groceries,NA,FALSE,209.46,Discover,580,1858.57,29000,0
9/20/22,Entertainment,AK,TRUE,669.17,Mastercard,820,23916.19,6.00E+05,0
11/10/22,Entertainment,AR,TRUE,188.35,Discover,799,1607.9,126000,0
5/1/22,Dining,AZ,TRUE,151.08,Discover,609,1766.87,22000,0
2/2/22,Entertainment,CA,TRUE,210.42,Visa,684,-654.47,118000,0
11/6/22,Dining,AZ,TRUE,111.97,Mastercard,543,9307.8,157000,0
11/6/22,Entertainment,AL,TRUE,88.23,Visa,615,1401.49,17000,0
7/2/22,Shopping,AZ,TRUE,86.35,Mastercard,737,1528.81,62000,0
1/15/22,Shopping,AL,TRUE,248.99,Amex,556,5770.86,86000,0
5/18/22,Groceries,WV,TRUE,89.94,Visa,670,542.95,186000,0
12/3/22,Dining,AK,TRUE,177.35,Discover,697,2107.06,20000,0
4/23/22,Groceries,AZ,TRUE,89.69,Visa,826,754.38,140000,0
9/5/22,Entertainment,AZ,TRUE,314.69,Amex,485,8369.5,86000,0
6/12/22,Shopping,AR,TRUE,48.03,Visa,656,9987.27,80000,0
10/30/22,Entertainment,AK,TRUE,193.75,Amex,658,387.75,148000,0
3/7/22,Groceries,AR,TRUE,82.29,Visa,567,-934.89,118000,0
6/13/22,Groceries,AL,TRUE,216.03,Discover,578,1393.96,28000,0
2/1/22,Groceries,AR,TRUE,86.69,Mastercard,843,226.34,166000,0
2/28/22,Groceries,MA,TRUE,118.92,Visa,675,2314.3,42000,0
4/10/22,Groceries,AL,TRUE,144.92,Amex,560,3019.1,91000,0
3/19/22,Dining,NA,FALSE,169.31,Visa,526,5374.93,91000,0
11/14/22,Shopping,AL,TRUE,271.81,Mastercard,591,5350.44,57000,0
2/10/22,Entertainment,AL,TRUE,145.12,Mastercard,672,1598.32,42000,1
1/21/22,Groceries,AL,TRUE,86.15,Visa,755,1418.99,140000,0
5/12/22,Groceries,NA,FALSE,110.87,Visa,688,2004.58,38000,0
11/27/22,Groceries,CA,TRUE,221.73,Visa,507,1589.38,28000,0
4/15/22,Groceries,AK,TRUE,137.57,Mastercard,600,2415.58,77000,0
6/4/22,Shopping,AL,TRUE,148.16,Visa,732,1820.96,125000,0
3/25/22,Dining,AL,TRUE,100.52,Visa,781,911.65,139000,0
1/30/22,Shopping,AZ,TRUE,97.53,Visa,586,1774.94,18000,0
11/17/22,Dining,AR,TRUE,121.74,Visa,640,1491.78,26000,0
7/31/22,Shopping,AZ,TRUE,246.16,Visa,645,7776.92,82000,0
12/19/22,Shopping,AL,TRUE,74.05,Visa,579,1038.06,33000,1
1/11/22,Entertainment,AL,TRUE,288.56,Mastercard,470,3766.75,103000,0
11/14/22,Shopping,AK,TRUE,55.26,Mastercard,562,9186.44,111000,1
5/27/22,Dining,NA,FALSE,219.09,Mastercard,431,5723.69,61000,0
7/28/22,Dining,NA,FALSE,81.21,Visa,634,2275.24,53000,0
5/27/22,Shopping,CA,TRUE,58.19,Visa,516,1228.82,24000,0
11/5/22,Dining,AL,TRUE,124.65,Visa,724,10111.43,83000,0
3/21/22,Dining,AL,TRUE,88.91,Discover,722,2262.48,24000,0
11/24/22,Groceries,AZ,TRUE,76.92,Mastercard,583,-1944.5,146000,0
5/5/22,Shopping,AL,TRUE,47.02,Mastercard,635,9776.19,133000,0
5/28/22,Entertainment,AL,TRUE,202.64,Amex,828,-605.69,126000,0
3/20/22,Entertainment,AK,TRUE,202.2,Amex,581,849.44,169000,0
9/14/22,Dining,AK,TRUE,121.16,Mastercard,535,10293.27,59000,0
6/11/22,Dining,AL,TRUE,84.13,Visa,671,1674.52,49000,0
12/16/22,Dining,AZ,TRUE,133.13,Visa,589,1142.96,23000,0
12/11/22,Groceries,AR,TRUE,237.02,Discover,553,1941.93,20000,0
5/30/22,Groceries,AL,TRUE,120.8,Visa,616,6622.64,60000,0
12/28/22,Shopping,AL,TRUE,237.97,Amex,593,4722.37,62000,0
9/30/22,Entertainment,AK,TRUE,52.48,Visa,769,1867.5,33000,0
5/1/22,Entertainment,AK,TRUE,312.19,Amex,563,5696.71,97000,0
7/28/22,Shopping,AL,TRUE,94.97,Visa,704,2544.99,59000,0
11/23/22,Entertainment,AL,TRUE,203.11,Discover,850,1045.8,138000,0
6/14/22,Groceries,AL,TRUE,138.02,Amex,485,4952.49,76000,0
7/18/22,Entertainment,NA,FALSE,107.38,Visa,587,1583.11,18000,0
7/19/22,Dining,NA,FALSE,128.56,Visa,817,8643.61,1.00E+05,0
5/14/22,Dining,AL,TRUE,78.37,Visa,729,2343.95,53000,0
3/26/22,Groceries,FL,TRUE,144.9,Mastercard,457,5997.08,85000,0
12/18/22,Dining,AL,TRUE,85.29,Visa,779,1535.37,164000,0
9/3/22,Shopping,AR,TRUE,145.97,Visa,847,529.32,132000,0
2/17/22,Groceries,AL,TRUE,48.92,Amex,803,298.09,133000,1
4/3/22,Entertainment,AL,TRUE,123.84,Discover,555,2578.31,21000,0
11/8/22,Entertainment,NA,FALSE,56.73,Amex,639,2069.12,38000,0
4/12/22,Groceries,AK,TRUE,155.9,Discover,574,6674.45,85000,0
8/13/22,Travel,AL,TRUE,979.08,Visa,696,11644.56,110000,1
3/29/22,Groceries,AL,TRUE,144.71,Visa,560,4433.23,79000,0
8/27/22,Entertainment,AZ,TRUE,42.12,Amex,656,2188.29,46000,0
11/8/22,Shopping,AL,TRUE,137.44,Mastercard,585,2458.74,125000,0
